,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
59,2023-02-07 10:09:25.066891,"(-34.35000228881836, 21.450000762939453, -29.52400016784668)","(18.150001525878906, 22.650001525878906, -19.8439998626709)","(25.200000762939453, 30.750001907348633, -19.601999282836914)","(-8.25, 21.600000381469727, -17.90799903869629)","(32.70000076293945, 61.35000228881836, 39.6879997253418)","(0.0, 0.0, 0.0)","(-19.80000114440918, 39.900001525878906, -22.506000518798828)","(7.950000286102295, 57.60000228881836, -20.56999969482422)"
60,2023-02-07 10:09:25.158148,"(-38.85000228881836, 3.1500000953674316, -28.555999755859375)","(10.65000057220459, 17.400001525878906, -15.972000122070312)","(-4.200000286102295, 28.80000114440918, -19.8439998626709)","(-18.75, 24.600000381469727, -17.18199920654297)","(27.900001525878906, 55.95000076293945, 40.65599822998047)","(0.0, 0.0, 0.0)","(-37.35000228881836, 24.0, -20.086000442504883)","(-7.200000286102295, 54.30000305175781, -17.666000366210938)"
61,2023-02-07 10:09:25.201936,"(-37.95000076293945, -2.700000047683716, -23.715999603271484)","(4.5, 14.250000953674316, -12.826000213623047)","(-18.450000762939453, 13.200000762939453, -10.64799976348877)","(-27.30000114440918, 18.150001525878906, -16.45599937438965)","(25.05000114440918, 53.10000228881836, 41.38199996948242)","(0.0, 0.0, 0.0)","(-40.05000305175781, 15.000000953674316, -19.360000610351562)","(-19.05000114440918, 45.60000228881836, -15.003999710083008)"
62,2023-02-07 10:09:25.292059,"(-39.60000228881836, -5.100000381469727, -22.506000518798828)","(-0.6000000238418579, 13.050000190734863, -15.48799991607666)","(-22.350000381469727, 7.350000381469727, -8.711999893188477)","(-36.150001525878906, 16.950000762939453, -17.18199920654297)","(22.200000762939453, 51.60000228881836, 42.349998474121094)","(0.0, 0.0, 0.0)","(-40.5, 11.700000762939453, -16.214000701904297)","(-24.600000381469727, 42.0, -11.857999801635742)"
63,2023-02-07 10:09:25.336866,"(-41.70000076293945, -4.650000095367432, -18.875999450683594)","(-3.9000000953674316, 12.750000953674316, -9.437999725341797)","(-23.55000114440918, 3.3000001907348633, -4.355999946594238)","(-40.650001525878906, 15.450000762939453, -9.437999725341797)","(19.5, 50.85000228881836, 45.49599838256836)","(0.0, 0.0, 0.0)","(-42.30000305175781, 11.40000057220459, -13.067999839782715)","(-28.350000381469727, 39.150001525878906, -7.501999855041504)"
64,2023-02-07 10:09:25.382139,"(-43.80000305175781, -5.700000286102295, -14.76200008392334)","(-9.0, 10.800000190734863, -6.291999816894531)","(-23.400001525878906, 0.30000001192092896, -1.4520000219345093)","(-47.55000305175781, 10.950000762939453, -8.470000267028809)","(16.5, 49.05000305175781, 47.189998626708984)","(0.0, 0.0, 0.0)","(-45.60000228881836, 8.100000381469727, -10.64799976348877)","(-32.25, 35.25, -4.355999946594238)"
65,2023-02-07 10:09:25.472188,"(-46.650001525878906, -7.950000286102295, -12.100000381469727)","(-15.450000762939453, 7.350000381469727, -4.840000152587891)","(-24.450000762939453, -3.3000001907348633, -3.871999979019165)","(-50.70000076293945, 6.750000476837158, -4.355999946594238)","(14.100000381469727, 47.55000305175781, 47.91600036621094)","(0.0, 0.0, 0.0)","(-46.650001525878906, 6.150000095367432, -8.953999519348145)","(-34.35000228881836, 31.950000762939453, -2.6619999408721924)"
66,2023-02-07 10:09:25.516912,"(-49.20000076293945, -9.300000190734863, -9.437999725341797)","(-13.200000762939453, 6.450000286102295, -1.694000005722046)","(-25.05000114440918, -6.150000095367432, -1.694000005722046)","(-54.150001525878906, 4.350000381469727, -4.840000152587891)","(12.90000057220459, 46.95000076293945, 52.27199935913086)","(0.0, 0.0, 0.0)","(-48.900001525878906, 5.25, -2.9040000438690186)","(-36.75, 29.400001525878906, 2.6619999408721924)"
67,2023-02-07 10:09:25.608670,"(-51.900001525878906, -7.050000190734863, -1.694000005722046)","(-16.950000762939453, 4.5, 6.776000022888184)","(-28.650001525878906, -4.050000190734863, 10.163999557495117)","(-55.80000305175781, 7.500000476837158, 3.629999876022339)","(10.800000190734863, 47.55000305175781, 60.01599884033203)","(0.0, 0.0, 0.0)","(-51.750003814697266, 6.0, 6.533999919891357)","(-39.900001525878906, 31.350000381469727, 12.583999633789062)"
68,2023-02-07 10:09:25.651897,"(-51.000003814697266, -4.650000095367432, 10.163999557495117)","(-19.5, 9.600000381469727, 14.277999877929688)","(-29.850000381469727, -3.450000047683716, 18.149999618530273)","(-56.85000228881836, 10.65000057220459, 13.552000045776367)","(10.200000762939453, 50.55000305175781, 69.69599914550781)","(0.0, 0.0, 0.0)","(-52.95000076293945, 8.700000762939453, 21.538000106811523)","(-41.10000228881836, 38.400001525878906, 28.555999755859375)"
69,2023-02-07 10:09:25.741812,"(-45.60000228881836, 2.1000001430511475, 25.893999099731445)","(-11.100000381469727, 16.350000381469727, 29.03999900817871)","(-25.650001525878906, 6.300000190734863, 38.961997985839844)","(-48.30000305175781, 21.900001525878906, 28.31399917602539)","(15.750000953674316, 57.45000076293945, 79.61799621582031)","(0.0, 0.0, 0.0)","(-46.80000305175781, 21.600000381469727, 37.0260009765625)","(-33.0, 52.20000076293945, 43.801998138427734)"
70,2023-02-07 10:09:25.786914,"(-30.000001907348633, 10.350000381469727, 37.5099983215332)","(3.750000238418579, 24.150001525878906, 41.38199996948242)","(-7.800000190734863, 24.150001525878906, 53.965999603271484)","(-29.400001525878906, 28.950000762939453, 46.22200012207031)","(27.150001525878906, 61.80000305175781, 84.94200134277344)","(0.0, 0.0, 0.0)","(-28.200000762939453, 31.350000381469727, 40.172000885009766)","(-11.550000190734863, 58.95000076293945, 46.70600128173828)"
71,2023-02-07 10:09:25.831719,"(-14.550000190734863, 13.350000381469727, 36.05799865722656)","(17.400001525878906, 23.55000114440918, 47.67399978637695)","(13.65000057220459, 25.500001907348633, 47.91600036621094)","(-11.40000057220459, 31.05000114440918, 46.22200012207031)","(36.900001525878906, 62.55000305175781, 84.69999694824219)","(0.0, 0.0, 0.0)","(-13.65000057220459, 32.25, 37.0260009765625)","(3.1500000953674316, 58.95000076293945, 43.560001373291016)"
72,2023-02-07 10:09:25.921835,"(-5.100000381469727, 16.05000114440918, 31.218000411987305)","(27.750001907348633, 25.200000762939453, 41.624000549316406)","(20.55000114440918, 23.700000762939453, 41.38199996948242)","(-2.1000001430511475, 30.450000762939453, 39.93000030517578)","(43.95000076293945, 64.20000457763672, 81.31199645996094)","(0.0, 0.0, 0.0)","(-6.0, 34.5, 31.944000244140625)","(12.300000190734863, 60.150001525878906, 37.75199890136719)"
73,2023-02-07 10:09:25.966854,"(-1.2000000476837158, 17.100000381469727, 24.68400001525879)","(32.400001525878906, 28.650001525878906, 35.81599807739258)","(26.100000381469727, 24.600000381469727, 38.47800064086914)","(2.1000001430511475, 30.30000114440918, 33.15399932861328)","(47.400001525878906, 64.95000457763672, 76.47200012207031)","(0.0, 0.0, 0.0)","(0.0, 34.95000076293945, 25.893999099731445)","(16.950000762939453, 61.20000076293945, 33.15399932861328)"
74,2023-02-07 10:09:26.058133,"(3.0, 18.450000762939453, 19.601999282836914)","(35.400001525878906, 28.05000114440918, 30.007999420166016)","(30.150001525878906, 24.750001907348633, 32.66999816894531)","(6.450000286102295, 31.500001907348633, 32.428001403808594)","(50.10000228881836, 65.85000610351562, 73.32599639892578)","(0.0, 0.0, 0.0)","(2.700000047683716, 36.60000228881836, 21.538000106811523)","(19.80000114440918, 60.750003814697266, 27.829999923706055)"
75,2023-02-07 10:09:26.101865,"(4.650000095367432, 18.150001525878906, 15.246000289916992)","(38.25, 28.950000762939453, 28.555999755859375)","(32.70000076293945, 25.950000762939453, 31.218000411987305)","(7.800000190734863, 31.80000114440918, 27.34600067138672)","(51.150001525878906, 66.9000015258789, 72.5999984741211)","(0.0, 0.0, 0.0)","(2.5500001907348633, 37.5, 18.392000198364258)","(20.700000762939453, 63.150001525878906, 25.652000427246094)"
76,2023-02-07 10:09:26.146905,"(3.9000000953674316, 19.200000762939453, 16.45599937438965)","(34.5, 30.450000762939453, 33.880001068115234)","(27.750001907348633, 29.55000114440918, 24.926000595092773)","(3.9000000953674316, 33.75, 24.441999435424805)","(48.750003814697266, 67.20000457763672, 72.35800170898438)","(0.0, 0.0, 0.0)","(1.8000000715255737, 37.80000305175781, 20.086000442504883)","(17.850000381469727, 63.750003814697266, 25.893999099731445)"
77,2023-02-07 10:09:26.236884,"(3.9000000953674316, 21.450000762939453, 20.812000274658203)","(34.05000305175781, 31.950000762939453, 32.9119987487793)","(25.500001907348633, 29.850000381469727, 24.68400001525879)","(1.350000023841858, 33.150001525878906, 28.31399917602539)","(47.400001525878906, 67.80000305175781, 75.0199966430664)","(0.0, 0.0, 0.0)","(-0.45000001788139343, 37.5, 22.989999771118164)","(15.90000057220459, 64.95000457763672, 28.07200050354004)"
78,2023-02-07 10:09:26.282066,"(-0.15000000596046448, 22.650001525878906, 23.23200035095215)","(30.30000114440918, 33.60000228881836, 27.829999923706055)","(23.25, 30.150001525878906, 23.4739990234375)","(-1.8000000715255737, 34.35000228881836, 26.619998931884766)","(45.75, 68.4000015258789, 74.052001953125)","(0.0, 0.0, 0.0)","(-0.9000000357627869, 37.80000305175781, 22.02199935913086)","(13.65000057220459, 64.95000457763672, 28.07200050354004)"
79,2023-02-07 10:09:26.372649,"(-0.6000000238418579, 24.150001525878906, 24.926000595092773)","(28.350000381469727, 31.80000114440918, 30.25)","(20.700000762939453, 31.500001907348633, 23.95800018310547)","(-1.6500000953674316, 34.35000228881836, 28.79800033569336)","(45.60000228881836, 67.80000305175781, 75.0199966430664)","(0.0, 0.0, 0.0)","(-1.5, 37.35000228881836, 23.23200035095215)","(13.200000762939453, 66.0, 27.829999923706055)"
80,2023-02-07 10:09:26.417200,"(-1.5, 23.700000762939453, 24.68400001525879)","(27.900001525878906, 32.25, 31.459999084472656)","(18.900001525878906, 31.350000381469727, 23.95800018310547)","(0.6000000238418579, 36.900001525878906, 28.07200050354004)","(44.400001525878906, 67.35000610351562, 76.2300033569336)","(0.0, 0.0, 0.0)","(-2.700000047683716, 37.05000305175781, 24.926000595092773)","(12.300000190734863, 65.25, 30.733999252319336)"
81,2023-02-07 10:09:26.508430,"(-5.850000381469727, 21.450000762939453, 28.79800033569336)","(25.350000381469727, 30.750001907348633, 34.60599899291992)","(16.350000381469727, 30.600000381469727, 27.104000091552734)","(-4.650000095367432, 36.30000305175781, 32.18600082397461)","(42.0, 67.5, 78.89199829101562)","(0.0, 0.0, 0.0)","(-6.300000190734863, 36.30000305175781, 30.007999420166016)","(8.700000762939453, 64.35000610351562, 34.847999572753906)"
82,2023-02-07 10:09:26.552129,"(-10.200000762939453, 21.0, 32.9119987487793)","(21.600000381469727, 30.600000381469727, 38.961997985839844)","(15.600000381469727, 28.650001525878906, 34.12200164794922)","(-5.550000190734863, 32.85000228881836, 37.5099983215332)","(40.05000305175781, 66.1500015258789, 80.10199737548828)","(0.0, 0.0, 0.0)","(-8.700000762939453, 35.55000305175781, 32.9119987487793)","(4.200000286102295, 64.5, 37.99399948120117)"
83,2023-02-07 10:09:26.597876,"(-16.80000114440918, 18.450000762939453, 38.47800064086914)","(16.5, 29.250001907348633, 43.31800079345703)","(17.700000762939453, 33.60000228881836, 43.560001373291016)","(-12.600000381469727, 33.30000305175781, 38.236000061035156)","(35.55000305175781, 64.6500015258789, 83.9739990234375)","(0.0, 0.0, 0.0)","(-12.450000762939453, 34.5, 38.236000061035156)","(0.30000001192092896, 64.05000305175781, 39.93000030517578)"
84,2023-02-07 10:09:26.687275,"(-19.5, 15.750000953674316, 42.83399963378906)","(16.350000381469727, 28.200000762939453, 45.49599838256836)","(19.5, 36.60000228881836, 57.354000091552734)","(-17.25, 29.700000762939453, 43.31800079345703)","(35.10000228881836, 63.900001525878906, 85.4260025024414)","(0.0, 0.0, 0.0)","(-12.15000057220459, 32.70000076293945, 39.93000030517578)","(-0.15000000596046448, 62.85000228881836, 42.83399963378906)"
85,2023-02-07 10:09:26.731970,"(-19.350000381469727, 16.5, 44.04399871826172)","(14.700000762939453, 25.500001907348633, 42.83399963378906)","(19.950000762939453, 36.150001525878906, 58.56399917602539)","(-14.100000381469727, 27.30000114440918, 44.2859992980957)","(35.55000305175781, 62.55000305175781, 86.39399719238281)","(0.0, 0.0, 0.0)","(-10.950000762939453, 31.200000762939453, 36.54199981689453)","(1.350000023841858, 62.85000228881836, 44.52799987792969)"
86,2023-02-07 10:09:26.821907,"(-14.700000762939453, 14.850000381469727, 45.97999954223633)","(17.100000381469727, 23.400001525878906, 46.947998046875)","(26.400001525878906, 38.10000228881836, 56.38600158691406)","(-12.450000762939453, 28.650001525878906, 45.737998962402344)","(38.25, 60.900001525878906, 87.36199951171875)","(0.0, 0.0, 0.0)","(-6.750000476837158, 26.850000381469727, 25.40999984741211)","(4.200000286102295, 62.70000076293945, 45.97999954223633)"
87,2023-02-07 10:09:26.866939,"(-11.700000762939453, 13.200000762939453, 47.43199920654297)","(16.650001525878906, 23.850000381469727, 47.43199920654297)","(32.70000076293945, 35.25, 64.85600280761719)","(-13.65000057220459, 28.500001907348633, 46.70600128173828)","(38.55000305175781, 60.30000305175781, 87.84600067138672)","(0.0, 0.0, 0.0)","(-5.25, 25.500001907348633, 24.68400001525879)","(6.0, 63.150001525878906, 46.22200012207031)"
88,2023-02-07 10:09:26.956446,"(-13.350000381469727, 13.65000057220459, 45.97999954223633)","(17.25, 23.25, 50.81999969482422)","(28.950000762939453, 35.10000228881836, 63.40399932861328)","(-13.800000190734863, 27.900001525878906, 47.91600036621094)","(37.35000228881836, 60.45000076293945, 88.33000183105469)","(0.0, 0.0, 0.0)","(-8.40000057220459, 22.350000381469727, 23.715999603271484)","(3.0, 63.150001525878906, 46.70600128173828)"
89,2023-02-07 10:09:27.001886,"(-15.000000953674316, 13.65000057220459, 46.70600128173828)","(17.400001525878906, 23.700000762939453, 47.91600036621094)","(28.650001525878906, 34.5, 61.22599792480469)","(-15.600000381469727, 24.150001525878906, 46.70600128173828)","(36.0, 59.400001525878906, 88.08799743652344)","(0.0, 0.0, 0.0)","(-9.15000057220459, 24.750001907348633, 29.766000747680664)","(1.350000023841858, 62.250003814697266, 48.15800094604492)"
90,2023-02-07 10:09:27.047215,"(-16.950000762939453, 12.750000953674316, 47.189998626708984)","(14.550000190734863, 24.0, 46.70600128173828)","(21.30000114440918, 32.55000305175781, 63.645999908447266)","(-15.90000057220459, 26.250001907348633, 43.07600021362305)","(34.80000305175781, 59.85000228881836, 88.33000183105469)","(0.0, 0.0, 0.0)","(-10.5, 26.700000762939453, 35.332000732421875)","(-0.45000001788139343, 62.400001525878906, 47.189998626708984)"
91,2023-02-07 10:09:27.137919,"(-20.850000381469727, 11.550000190734863, 45.737998962402344)","(11.40000057220459, 25.650001525878906, 45.97999954223633)","(17.850000381469727, 30.30000114440918, 63.1619987487793)","(-19.200000762939453, 26.250001907348633, 44.77000045776367)","(33.60000228881836, 60.45000076293945, 87.36199951171875)","(0.0, 0.0, 0.0)","(-12.90000057220459, 26.400001525878906, 35.09000015258789)","(-2.25, 61.500003814697266, 47.189998626708984)"
92,2023-02-07 10:09:27.181950,"(-21.450000762939453, 12.600000381469727, 45.25400161743164)","(11.40000057220459, 23.850000381469727, 46.947998046875)","(15.750000953674316, 30.450000762939453, 61.46799850463867)","(-18.450000762939453, 26.55000114440918, 42.10799789428711)","(33.60000228881836, 59.85000228881836, 87.84600067138672)","(0.0, 0.0, 0.0)","(-12.90000057220459, 26.100000381469727, 33.395999908447266)","(-2.700000047683716, 61.500003814697266, 47.43199920654297)"
93,2023-02-07 10:09:27.271904,"(-19.200000762939453, 12.15000057220459, 46.4640007019043)","(14.40000057220459, 21.450000762939453, 50.577999114990234)","(18.150001525878906, 32.10000228881836, 66.06600189208984)","(-18.75, 24.450000762939453, 44.04399871826172)","(34.650001525878906, 59.400001525878906, 89.2979965209961)","(0.0, 0.0, 0.0)","(-11.700000762939453, 24.750001907348633, 33.880001068115234)","(-2.1000001430511475, 60.900001525878906, 47.67399978637695)"
94,2023-02-07 10:09:27.317242,"(-20.400001525878906, 12.15000057220459, 43.801998138427734)","(13.800000190734863, 21.150001525878906, 48.641998291015625)","(16.650001525878906, 31.200000762939453, 62.43600082397461)","(-17.100000381469727, 26.100000381469727, 45.97999954223633)","(34.20000076293945, 60.000003814697266, 88.5719985961914)","(0.0, 0.0, 0.0)","(-11.550000190734863, 23.25, 34.847999572753906)","(-2.5500001907348633, 61.500003814697266, 45.97999954223633)"
95,2023-02-07 10:09:27.406883,"(-22.350000381469727, 12.15000057220459, 45.012001037597656)","(10.950000762939453, 20.25, 45.97999954223633)","(16.05000114440918, 33.150001525878906, 59.04800033569336)","(-20.25, 27.150001525878906, 47.43199920654297)","(33.75, 60.000003814697266, 88.5719985961914)","(0.0, 0.0, 0.0)","(-12.300000190734863, 24.30000114440918, 38.720001220703125)","(-5.100000381469727, 61.650001525878906, 42.59199905395508)"
96,2023-02-07 10:09:27.452042,"(-24.30000114440918, 12.750000953674316, 43.31800079345703)","(9.90000057220459, 25.05000114440918, 44.2859992980957)","(12.0, 32.10000228881836, 63.40399932861328)","(-24.600000381469727, 28.650001525878906, 44.77000045776367)","(31.80000114440918, 60.30000305175781, 86.39399719238281)","(0.0, 0.0, 0.0)","(-15.600000381469727, 27.450000762939453, 41.13999938964844)","(-6.900000095367432, 62.55000305175781, 41.86600112915039)"
97,2023-02-07 10:09:27.497026,"(-28.500001907348633, 12.450000762939453, 42.10799789428711)","(8.700000762939453, 24.30000114440918, 44.77000045776367)","(7.050000190734863, 31.350000381469727, 62.91999816894531)","(-25.350000381469727, 26.850000381469727, 44.04399871826172)","(30.150001525878906, 61.500003814697266, 85.66799926757812)","(0.0, 0.0, 0.0)","(-17.850000381469727, 30.150001525878906, 42.10799789428711)","(-9.0, 62.55000305175781, 40.41400146484375)"
